Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Sub_Category,Product_Name,Quantity,Price,Discount,Payment_Mode,Shipping_Cost,Cost_Price,Revenue,Profit
92,2023/02/04,4302,Aarav Sharma,South,Kochi,Beauty,Fragrance,Fragrance - Model 868,2,4486,22,UPI,246,3386.11,6998.16,-20.0600000000004
93,2022/07/04,8593,Sneha Reddy,East,Bhubaneswar,Beauty,Skincare,Skincare - Model 269,5,3187,17,Debit Card,118,2061.75,13226.05,2799.2999999999993
94,2023/10/13,8847,Vivaan Gupta,South,Bangalore,Home,Decor,Decor - Model 367,2,12190,27,UPI,183,7992.39,17797.399999999998,1629.6199999999972
95,2022/12/28,6893,Aarav Kapoor,East,Kolkata,Clothing,Jeans,Jeans - Model 817,4,1762,3,Debit Card,125,1280.82,6836.5599999999995,1588.2799999999997
96,2022/07/09,7096,Aditya Gupta,South,Coimbatore,Electronics,Headphones,Headphones - Model 443,5,15557,17,Debit Card,192,12042.32,64561.549999999996,4157.949999999997
97,2023/05/17,9028,Aditya Sharma,North,Jaipur,Sports,Fitness Equipment,Fitness Equipment - Model 284,4,5284,0,COD,418,3769.71,21136.0,5639.16
98,2023/12/20,8576,Karan Kapoor,East,Bhubaneswar,Electronics,Smartwatch,Smartwatch - Model 272,5,17128,10,COD,359,12927.55,77076.0,12079.25
99,2023/02/13,1324,Sneha Patel,South,Bangalore,Clothing,Jacket,Jacket - Model 750,1,1623,2,UPI,105,962.26,1590.54,523.28
100,2023/02/01,4723,Karan Patel,East,Bhubaneswar,Beauty,Fragrance,Fragrance - Model 570,4,2517,28,Debit Card,250,1449.63,7248.96,1200.4399999999996
101,2022/04/22,3176,Aarav Gupta,South,Coimbatore,Beauty,Skincare,Skincare - Model 744,4,3365,17,COD,486,1797.55,11171.8,3495.5999999999995
102,2022/10/06,8524,Vivaan Sharma,West,Jaipur,Beauty,Makeup,Makeup - Model 839,3,4529,18,UPI,389,2941.42,11141.34,1928.08
103,2022/08/26,4080,Aditya Kapoor,West,Jaipur,Electronics,Headphones,Headphones - Model 407,3,25828,3,UPI,280,20788.28,75159.48,12514.64
104,2023/10/25,9666,Karan Nair,East,Patna,Home,Furniture,Furniture - Model 362,4,1178,16,UPI,326,713.97,3958.08,776.1999999999998
105,2023/03/09,7399,Aarav Sharma,West,Pune,Electronics,Smartwatch,Smartwatch - Model 992,3,65337,6,UPI,491,57866.84,184250.34,10158.820000000007
106,2023/10/13,1463,Ishita Iyer,North,Lucknow,Electronics,Smartwatch,Smartwatch - Model 667,5,15676,24,COD,114,13826.96,59568.8,-9679.999999999985
107,2023/04/18,9864,Neha Gupta,South,Hyderabad,Home,Kitchenware,Kitchenware - Model 209,3,9204,15,UPI,215,7995.41,23470.2,-731.0299999999988
108,2022/11/27,6066,Aditya Reddy,East,Kolkata,Clothing,Kurti,Kurti - Model 609,3,2597,10,UPI,242,1544.24,7011.900000000001,2137.1800000000003
109,2022/04/17,3546,Rohan Iyer,West,Surat,Clothing,Shirt,Shirt - Model 641,5,2863,30,Debit Card,471,1457.79,10020.5,2260.55
110,2023/07/30,3707,Karan Singh,North,Chandigarh,Home,Decor,Decor - Model 450,2,14396,28,Credit Card,447,10716.9,20730.239999999998,-1150.5600000000013
111,2022/10/13,4855,Ishita Nair,North,Lucknow,Sports,Fitness Equipment,Fitness Equipment - Model 631,2,8132,5,UPI,336,5494.01,15450.8,4126.779999999999
112,2023/03/24,5458,Aarav Singh,West,Pune,Electronics,Smartwatch,Smartwatch - Model 126,4,40667,15,Debit Card,158,23423.15,138267.8,44417.19999999998
113,2022/07/14,8815,Aditya Singh,East,Ranchi,Beauty,Haircare,Haircare - Model 441,5,2838,21,UPI,438,2403.58,11210.1,-1245.7999999999993
114,2022/05/27,4273,Ishita Reddy,East,Guwahati,Beauty,Fragrance,Fragrance - Model 549,2,3212,9,UPI,396,2666.97,5845.84,115.90000000000055
115,2022/10/20,1743,Aditya Gupta,East,Bhubaneswar,Beauty,Fragrance,Fragrance - Model 732,3,770,3,UPI,67,472.25,2240.7,756.9499999999998
116,2022/11/21,1448,Rohan Nair,West,Pune,Clothing,Shirt,Shirt - Model 107,4,1098,18,Credit Card,325,595.45,3601.44,894.6399999999999
117,2023/08/29,7657,Karan Patel,West,Surat,Electronics,Headphones,Headphones - Model 171,5,11886,1,UPI,175,8577.07,58835.7,15775.349999999999
118,2022/11/05,9601,Ishita Kapoor,North,Jaipur,Home,Decor,Decor - Model 416,2,10268,13,UPI,270,8256.6,17866.32,1083.119999999999
119,2023/03/15,1315,Ananya Iyer,West,Jaipur,Home,Bedding,Bedding - Model 515,5,19491,27,Debit Card,123,14081.2,71142.15,613.1499999999942
120,2022/07/21,6036,Rohan Singh,West,Ahmedabad,Electronics,Smartwatch,Smartwatch - Model 954,3,31689,21,Debit Card,50,19271.35,75102.93000000001,17238.880000000012
121,2023/10/27,3138,Sneha Gupta,South,Coimbatore,Electronics,Headphones,Headphones - Model 592,2,29353,23,COD,401,18267.05,45203.62,8268.520000000004
122,2023/01/14,2456,Aditya Singh,North,Chandigarh,Sports,Shoes,Shoes - Model 633,1,13020,21,UPI,367,10148.32,10285.800000000001,-229.51999999999862
123,2023/01/20,6712,Priya Iyer,South,Bangalore,Beauty,Haircare,Haircare - Model 305,5,2796,19,Debit Card,196,2396.79,11323.800000000001,-856.1499999999996
124,2022/03/22,7060,Sneha Reddy,West,Surat,Clothing,Jeans,Jeans - Model 504,2,3329,26,COD,245,1773.94,4926.92,1134.04
125,2023/05/20,3476,Aarav Iyer,East,Bhubaneswar,Clothing,Jacket,Jacket - Model 895,4,541,25,UPI,128,275.42,1623.0,393.31999999999994
126,2023/09/29,4263,Rohan Sharma,West,Mumbai,Beauty,Haircare,Haircare - Model 308,5,2923,19,COD,266,1464.12,11838.150000000001,4251.550000000002
127,2023/09/12,8019,Neha Kapoor,West,Pune,Sports,Cycling,Cycling - Model 343,5,13298,12,UPI,251,8834.4,58511.2,14088.199999999997
128,2023/05/05,6822,Aditya Iyer,South,Chennai,Clothing,Kurti,Kurti - Model 717,3,1092,26,UPI,192,587.53,2424.24,469.64999999999986
129,2023/08/18,7977,Aarav Singh,North,Delhi,Electronics,Laptop,Laptop - Model 794,3,25254,26,Credit Card,295,21317.41,56063.88,-8183.3499999999985
130,2023/05/25,7075,Priya Verma,North,Chandigarh,Sports,Cricket Gear,Cricket Gear - Model 943,1,16904,30,Credit Card,180,9096.76,11832.8,2556.039999999999
131,2023/10/02,8226,Rohan Verma,East,Ranchi,Electronics,Headphones,Headphones - Model 459,1,47642,19,Debit Card,127,42197.02,38590.020000000004,-3733.9999999999927
132,2022/08/21,2840,Vivaan Sharma,East,Kolkata,Electronics,Mobile,Mobile - Model 538,3,23830,7,Debit Card,285,13695.95,66485.7,25112.84999999999
133,2023/05/08,9886,Priya Reddy,North,Chandigarh,Sports,Fitness Equipment,Fitness Equipment - Model 214,5,16431,6,Credit Card,128,11100.37,77225.7,21595.84999999999
134,2022/12/20,1933,Karan Reddy,East,Guwahati,Electronics,Smartwatch,Smartwatch - Model 924,1,16825,0,Credit Card,185,11422.37,16825.0,5217.629999999999
135,2023/03/28,7284,Rohan Nair,East,Kolkata,Home,Kitchenware,Kitchenware - Model 806,5,13887,14,Credit Card,274,9265.62,59714.1,13111.999999999993
136,2022/08/22,5292,Sneha Verma,North,Amritsar,Beauty,Fragrance,Fragrance - Model 218,1,770,2,COD,228,552.25,754.6,-25.649999999999977
137,2023/11/10,3147,Aarav Nair,North,Jaipur,Beauty,Haircare,Haircare - Model 306,1,2137,8,COD,172,1208.03,1966.0400000000002,586.0100000000002
138,2022/06/04,3910,Aditya Patel,West,Mumbai,Home,Decor,Decor - Model 676,2,1478,17,Credit Card,227,810.87,2453.48,604.74
139,2023/03/08,2717,Neha Singh,North,Chandigarh,Beauty,Makeup,Makeup - Model 193,2,2701,2,COD,72,1911.87,5293.96,1398.2200000000003
140,2023/10/09,6947,Ishita Patel,East,Bhubaneswar,Sports,Cricket Gear,Cricket Gear - Model 941,2,8723,2,Debit Card,376,5161.71,17097.079999999998,6397.659999999998
141,2022/08/15,7019,Neha Kapoor,East,Kolkata,Home,Bedding,Bedding - Model 760,2,9276,24,UPI,200,6617.16,14099.52,665.2000000000007
142,2023/03/07,4757,Sneha Gupta,West,Mumbai,Home,Decor,Decor - Model 662,1,15134,0,Credit Card,184,7590.94,15134.0,7359.06
143,2023/02/17,7297,Ananya Mehta,South,Hyderabad,Beauty,Makeup,Makeup - Model 432,3,4288,14,UPI,242,2946.81,11063.039999999999,1980.6099999999988
144,2023/09/24,6054,Neha Gupta,East,Guwahati,Electronics,Smartwatch,Smartwatch - Model 981,4,27664,28,COD,203,19670.97,79672.31999999999,785.4399999999878
145,2023/07/08,5312,Ananya Nair,East,Guwahati,Beauty,Makeup,Makeup - Model 961,1,4186,21,COD,242,2559.84,3306.94,505.0999999999999
146,2023/11/18,6011,Neha Singh,South,Hyderabad,Sports,Fitness Equipment,Fitness Equipment - Model 864,1,3457,15,Credit Card,123,2776.04,2938.45,39.409999999999854
147,2023/03/25,9923,Ishita Sharma,North,Delhi,Clothing,Kurti,Kurti - Model 473,1,4818,9,COD,255,2422.92,4384.38,1706.46
148,2023/02/08,6500,Vivaan Patel,North,Jaipur,Clothing,Kurti,Kurti - Model 472,2,3520,12,Debit Card,331,2848.35,6195.2,167.5
149,2022/03/26,2970,Ishita Reddy,East,Kolkata,Home,Kitchenware,Kitchenware - Model 177,1,16916,23,Debit Card,51,9848.5,13025.32,3125.8199999999997
150,2023/04/30,3455,Ananya Sharma,South,Chennai,Clothing,Shirt,Shirt - Model 509,3,4679,7,Debit Card,141,3782.82,13054.41,1564.949999999999
151,2023/02/15,2480,Priya Patel,North,Lucknow,Sports,Cycling,Cycling - Model 750,5,10555,27,Credit Card,409,6188.96,38525.75,7171.950000000001
152,2022/06/24,6650,Sneha Mehta,East,Kolkata,Sports,Cricket Gear,Cricket Gear - Model 582,3,16616,15,UPI,311,13647.15,42370.799999999996,1118.3499999999985
153,2023/05/28,8196,Sneha Mehta,East,Ranchi,Sports,Shoes,Shoes - Model 120,1,20512,12,Debit Card,296,15826.72,18050.56,1927.840000000002
154,2022/06/20,6596,Vivaan Singh,North,Jaipur,Electronics,Smartwatch,Smartwatch - Model 659,3,67054,3,Debit Card,181,38115.28,195127.13999999998,80600.29999999999
155,2022/09/13,4856,Vivaan Nair,South,Kochi,Home,Decor,Decor - Model 254,4,7860,0,Debit Card,475,6215.18,31440.0,6104.279999999999
156,2022/03/27,6400,Priya Iyer,West,Jaipur,Sports,Fitness Equipment,Fitness Equipment - Model 488,3,16734,30,COD,351,10692.62,35141.399999999994,2712.5399999999936
157,2023/07/26,4058,Aarav Kapoor,North,Chandigarh,Beauty,Skincare,Skincare - Model 669,2,3588,30,Credit Card,177,2657.46,5023.2,-468.72000000000025
158,2023/03/18,6523,Ananya Kapoor,North,Amritsar,Clothing,Jeans,Jeans - Model 622,2,2427,28,UPI,108,1347.68,3494.8799999999997,691.5199999999995
159,2023/12/16,6483,Karan Gupta,East,Ranchi,Beauty,Skincare,Skincare - Model 857,3,493,23,UPI,459,310.63,1138.83,-252.06000000000006
160,2023/09/06,6675,Rohan Nair,South,Hyderabad,Beauty,Haircare,Haircare - Model 725,4,1037,29,Credit Card,467,880.16,2945.08,-1042.56
161,2023/09/24,2299,Aditya Kapoor,East,Bhubaneswar,Clothing,Kurti,Kurti - Model 337,2,3551,0,Credit Card,195,2276.99,7102.0,2353.0200000000004
162,2023/07/10,4831,Ananya Singh,East,Ranchi,Electronics,Smartwatch,Smartwatch - Model 854,4,36213,3,COD,130,29790.04,140506.44,21216.28
163,2022/01/07,5481,Ananya Nair,North,Lucknow,Beauty,Haircare,Haircare - Model 664,1,2090,12,UPI,344,1316.79,1839.2,178.41000000000008
164,2023/07/12,7003,Ishita Reddy,North,Delhi,Clothing,Jacket,Jacket - Model 735,2,4523,16,UPI,423,2840.43,7598.639999999999,1494.7799999999997
165,2022/03/03,6590,Ishita Singh,South,Kochi,Beauty,Haircare,Haircare - Model 657,4,4263,14,Debit Card,193,2669.97,14664.72,3791.84
166,2023/07/27,3578,Aarav Sharma,East,Patna,Home,Bedding,Bedding - Model 906,3,11112,16,UPI,80,6054.89,28002.239999999998,9757.569999999996
167,2023/05/17,7563,Aditya Patel,East,Guwahati,Home,Kitchenware,Kitchenware - Model 227,1,6681,26,Credit Card,90,3640.64,4943.94,1213.2999999999997
168,2023/07/01,5190,Sneha Singh,East,Bhubaneswar,Clothing,Kurti,Kurti - Model 116,1,1352,3,COD,67,747.35,1311.44,497.09000000000003
169,2022/08/19,5716,Ananya Mehta,East,Bhubaneswar,Beauty,Haircare,Haircare - Model 793,4,2541,20,Debit Card,382,1547.62,8131.200000000001,1558.7200000000012
